"id","subject","predicate","object","language","datatype"
"64","http://xmlns.com/foaf/0.1/givenname","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"65","http://xmlns.com/foaf/0.1/msnChatID","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://xmlns.com/foaf/0.1/nick","",""
"66","http://xmlns.com/foaf/0.1/age","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#FunctionalProperty","",""
"67","http://xmlns.com/foaf/0.1/givenname","http://www.w3.org/2000/01/rdf-schema#comment","The given name of some person.","",""
"68","http://xmlns.com/foaf/0.1/OnlineGamingAccount","http://www.w3.org/2000/01/rdf-schema#comment","An online gaming account.","",""
"69","http://xmlns.com/foaf/0.1/msnChatID","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"70","http://xmlns.com/foaf/0.1/primaryTopic","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"71","http://xmlns.com/foaf/0.1/Group","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"72","http://xmlns.com/foaf/0.1/Organization","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
"73","http://purl.org/dc/elements/1.1/title","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"74","http://xmlns.com/foaf/0.1/name","http://www.w3.org/2000/01/rdf-schema#label","name","",""
"75","http://xmlns.com/foaf/0.1/pastProject","http://www.w3.org/2000/01/rdf-schema#comment","A project this person has previously worked on.","",""
"76","http://xmlns.com/foaf/0.1/Group","http://www.w3.org/2000/01/rdf-schema#label","Group","",""
"77","http://xmlns.com/foaf/0.1/OnlineGamingAccount","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"78","http://xmlns.com/foaf/0.1/mbox","http://www.w3.org/2000/01/rdf-schema#comment","A  personal mailbox, ie. an Internet mailbox associated with exactly one owner, the first owner of this mailbox. This is a 'static inverse functional property', in that  there is (across time and change) at most one individual that ever has any particular value for foaf:mbox.","",""
"79","http://xmlns.com/foaf/0.1/mbox","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"80","http://xmlns.com/foaf/0.1/icqChatID","http://www.w3.org/2000/01/rdf-schema#domain","http://xmlns.com/foaf/0.1/Agent","",""
"81","http://xmlns.com/foaf/0.1/weblog","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://xmlns.com/foaf/0.1/page","",""
"82","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"83","http://xmlns.com/foaf/0.1/birthday","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal","",""
"84","http://xmlns.com/foaf/0.1/depicts","http://www.w3.org/2002/07/owl#inverseOf","http://xmlns.com/foaf/0.1/depiction","",""
"85","http://xmlns.com/foaf/0.1/OnlineAccount","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2002/07/owl#Thing","",""
"86","http://xmlns.com/foaf/0.1/based_near","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"87","http://xmlns.com/foaf/0.1/plan","http://www.w3.org/2000/01/rdf-schema#label","plan","",""
"88","http://xmlns.com/foaf/0.1/accountName","http://www.w3.org/2000/01/rdf-schema#label","account name","",""
"89","http://xmlns.com/foaf/0.1/based_near","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing","",""
"90","http://xmlns.com/foaf/0.1/lastName","http://www.w3.org/2000/01/rdf-schema#domain","http://xmlns.com/foaf/0.1/Person","",""
"91","http://xmlns.com/foaf/0.1/Document","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"92","http://xmlns.com/foaf/0.1/logo","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#InverseFunctionalProperty","",""
"93","http://xmlns.com/foaf/0.1/openid","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#InverseFunctionalProperty","",""
"94","http://xmlns.com/foaf/0.1/depiction","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"95","http://xmlns.com/foaf/0.1/firstName","http://www.w3.org/2000/01/rdf-schema#label","firstName","",""
"96","http://xmlns.com/foaf/0.1/status","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal","",""
"97","http://xmlns.com/foaf/0.1/birthday","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"98","http://xmlns.com/foaf/0.1/aimChatID","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"99","http://xmlns.com/foaf/0.1/Document","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"100","http://xmlns.com/foaf/0.1/givenname","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"101","http://xmlns.com/foaf/0.1/membershipClass","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"102","http://xmlns.com/foaf/0.1/yahooChatID","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#InverseFunctionalProperty","",""
"103","http://xmlns.com/foaf/0.1/","http://purl.org/dc/elements/1.1/title","Friend of a Friend (FOAF) vocabulary","",""
"104","http://xmlns.com/foaf/0.1/skypeID","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"105","http://xmlns.com/foaf/0.1/aimChatID","http://www.w3.org/2000/01/rdf-schema#comment","An AIM chat ID","",""
"106","http://xmlns.com/foaf/0.1/member","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"107","http://xmlns.com/foaf/0.1/primaryTopic","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2002/07/owl#Thing","",""
"108","http://xmlns.com/foaf/0.1/weblog","http://www.w3.org/2000/01/rdf-schema#range","http://xmlns.com/foaf/0.1/Document","",""
"109","http://xmlns.com/foaf/0.1/openid","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","",""
"110","http://xmlns.com/foaf/0.1/depicts","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"111","http://xmlns.com/foaf/0.1/msnChatID","http://www.w3.org/2000/01/rdf-schema#label","MSN chat ID","",""
"112","http://xmlns.com/foaf/0.1/name","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"113","http://xmlns.com/foaf/0.1/yahooChatID","http://www.w3.org/2000/01/rdf-schema#label","Yahoo chat ID","",""
"114","http://xmlns.com/foaf/0.1/surname","http://www.w3.org/2000/01/rdf-schema#comment","The surname of some person.","",""
"115","http://xmlns.com/foaf/0.1/OnlineAccount","http://www.w3.org/2000/01/rdf-schema#comment","An online account.","",""
"116","http://xmlns.com/foaf/0.1/Organization","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"117","http://xmlns.com/foaf/0.1/page","http://www.w3.org/2002/07/owl#inverseOf","http://xmlns.com/foaf/0.1/topic","",""
"118","http://xmlns.com/foaf/0.1/nick","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"119","http://xmlns.com/foaf/0.1/PersonalProfileDocument","http://www.w3.org/2000/01/rdf-schema#comment","A personal profile RDF document.","",""
"120","http://xmlns.com/foaf/0.1/logo","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2002/07/owl#Thing","",""
"121","http://xmlns.com/foaf/0.1/homepage","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#InverseFunctionalProperty","",""
"122","http://xmlns.com/foaf/0.1/based_near","http://www.w3.org/2000/01/rdf-schema#label","based near","",""
"123","http://xmlns.com/foaf/0.1/topic_interest","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"124","http://xmlns.com/foaf/0.1/geekcode","http://www.w3.org/2000/01/rdf-schema#comment","A textual geekcode for this person, see http://www.geekcode.com/geek.html","",""
"125","http://xmlns.com/foaf/0.1/img","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"126","http://xmlns.com/foaf/0.1/gender","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"127","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"128","http://xmlns.com/foaf/0.1/gender","http://www.w3.org/2000/01/rdf-schema#label","gender","",""
"129","http://xmlns.com/foaf/0.1/theme","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","archaic","",""
"130","http://xmlns.com/foaf/0.1/workplaceHomepage","http://www.w3.org/2000/01/rdf-schema#domain","http://xmlns.com/foaf/0.1/Person","",""
"131","http://xmlns.com/foaf/0.1/topic_interest","http://www.w3.org/2000/01/rdf-schema#comment","A thing of interest to this person.","",""
"132","http://xmlns.com/foaf/0.1/weblog","http://www.w3.org/2000/01/rdf-schema#comment","A weblog of some thing (whether person, group, company etc.).","",""
"133","http://xmlns.com/foaf/0.1/myersBriggs","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"134","http://xmlns.com/foaf/0.1/pastProject","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"135","http://xmlns.com/wot/0.1/assurance","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#AnnotationProperty","",""
"136","http://xmlns.com/foaf/0.1/geekcode","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","archaic","",""
"137","http://xmlns.com/foaf/0.1/thumbnail","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"138","http://xmlns.com/foaf/0.1/birthday","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"139","http://xmlns.com/foaf/0.1/workInfoHomepage","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"140","http://xmlns.com/foaf/0.1/yahooChatID","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"141","http://xmlns.com/foaf/0.1/topic","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"142","http://xmlns.com/foaf/0.1/weblog","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"143","http://xmlns.com/foaf/0.1/img","http://www.w3.org/2000/01/rdf-schema#label","image","",""
"144","http://xmlns.com/foaf/0.1/Image","http://www.w3.org/2002/07/owl#equivalentClass","http://schema.org/ImageObject","",""
"145","http://xmlns.com/foaf/0.1/sha1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"146","http://xmlns.com/foaf/0.1/icqChatID","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"147","http://xmlns.com/foaf/0.1/skypeID","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"148","http://xmlns.com/foaf/0.1/OnlineEcommerceAccount","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
