"id","subject","predicate","object","language","datatype"
"12","http://www.w3.org/2000/01/rdf-schema#comment","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2000/01/rdf-schema#Resource","",""
"13","http://www.w3.org/2000/01/rdf-schema#","http://purl.org/dc/elements/1.1/title","The RDF Schema vocabulary (RDFS)","",""
"14","http://www.w3.org/2000/01/rdf-schema#Resource","http://www.w3.org/2000/01/rdf-schema#label","Resource","",""
"15","http://www.w3.org/2000/01/rdf-schema#label","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2000/01/rdf-schema#Resource","",""
"16","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2000/01/rdf-schema#Class","",""
"17","http://www.w3.org/2000/01/rdf-schema#Literal","http://www.w3.org/2000/01/rdf-schema#label","Literal","",""
"18","http://www.w3.org/2000/01/rdf-schema#Datatype","http://www.w3.org/2000/01/rdf-schema#label","Datatype","",""
"19","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#comment","The subject is a subproperty of a property.","",""
"20","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"21","http://www.w3.org/2000/01/rdf-schema#Resource","http://www.w3.org/2000/01/rdf-schema#comment","The class resource, everything.","",""
"22","http://www.w3.org/2000/01/rdf-schema#member","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"23","http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"24","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#comment","A range of the subject property.","",""
"25","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Resource","",""
"26","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2000/01/rdf-schema#label","isDefinedBy","",""
"27","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#label","range","",""
"28","http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"29","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2000/01/rdf-schema#","",""
"30","http://www.w3.org/2000/01/rdf-schema#Datatype","http://www.w3.org/2000/01/rdf-schema#comment","The class of RDF datatypes.","",""
"31","http://www.w3.org/2000/01/rdf-schema#member","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2000/01/rdf-schema#","",""
"32","http://www.w3.org/2000/01/rdf-schema#Class","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2000/01/rdf-schema#Resource","",""
"33","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Class","",""
"34","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"35","http://www.w3.org/2000/01/rdf-schema#Resource","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"36","http://www.w3.org/2000/01/rdf-schema#comment","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://www.w3.org/2000/01/rdf-schema#","",""
"37","http://www.w3.org/2000/01/rdf-schema#Literal","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"38","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
